iteration,auc,acc,sensitivity,specificity,f-measure,mcc
1,0.9516032364399162,0.91005291005291,0.9577464788732394,0.7659574468085106,0.9411764705882353,0.7524379941610813
2,0.9390170812106683,0.9153439153439153,0.9577464788732394,0.7872340425531915,0.9444444444444444,0.7681169753907516
